update_time,name,first_name,third_line,bus_type,time,first_line,cost,third_name,second_name,second_line,company
最后更新：2018-12-14,深圳1路公交车路线,深圳1路公交车路线(布心总站—火车站),,常规线路,运行时间：布心总站05:40-22:30 |火车站06:30-23:10,"1:布心总站
2:布心小学
3:彩世界家园
4:水库
5:泰宁小学
6:百仕达东郡
7:百仕达花园
8:五方广场
9:田贝四路
10:田贝新村
11:洪湖沃尔玛
12:深圳中学
13:晒布路
14:东门(3)
15:金城大厦(2)
16:金光华广场
17:罗湖小学
18:人民南地铁站
19:火车站
",票价信息：冷巴2元,,深圳1路公交车路线(火车站—布心总站),"1:火车站
2:人民南地铁站
3:罗湖小学
4:国贸
5:东门(3)
6:东门中(1)
7:儿童公园(1)
8:洪湖沃尔玛
9:田贝新村
10:田贝四路
11:五方广场
12:百仕达花园
13:百仕达东郡
14:水库
15:布心总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳37路公交车路线,深圳37路公交车路线(海上世界公交接驳站—茶光路总站),,常规线路,运行时间：茶光路总站06:30-21:00 |海上世界公交接驳站06:30-21:30,"1:海上世界公交接驳站
2:潜龙湾
3:南海玫瑰园
4:公园南路
5:蛇口戏院
6:南山妇幼保健院
7:蛇口新街
8:东角头
9:永乐新村
10:湾厦村委
11:半岛花园
12:海月花园
13:后海新村
14:北师大附小
15:佳嘉豪苑
16:海雅百货
17:桂庙新村
18:深圳大学
19:豪方现代豪园
20:麒麟花园
21:玉泉艺园路口
22:玉泉南山路口
23:南山设计产业园
24:中山公园东门
25:南山农批市场
",票价信息：冷巴2元,,深圳37路公交车路线(茶光路总站—海上世界公交接驳站),"26:中山园
27:同乐学校
28:同乐村
29:TCL国际E城
30:第二高级中学
31:中兴人才公寓东
32:深职院西校区
33:留仙洞地铁站
34:石鼓花园
35:西丽派出所
36:茶光石鼓路口
37:茶光路总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳46路公交车路线,深圳46路公交车路线(清水河总站—莲花山总站),,常规线路,运行时间：清水河总站06:30-19:00 |莲花山总站07:00-19:30,"1:清水河总站
2:清水河
3:武警医院(2)
4:金湖路东
5:泥岗村北
6:金湖花园
7:银湖综合楼
8:体育馆西
9:市二医院(1)
10:笔架山公园
11:莲花一村
12:关山月美术馆(2)
13:中心书城北
14:莲花山公园(1)
15:莲花山总站
",票价信息：冷巴2元,,深圳46路公交车路线(莲花山总站—清水河总站),"1:莲花山总站
2:商报社
3:北大医院(2)
4:莲花北村(1)
5:彩田村(1)
6:公交大厦
7:莲花一村
8:笔架山公园
9:市二医院(1)
10:体育馆西
11:银湖综合楼
12:金湖花园
13:泥岗村北
14:金湖路东
15:清水河
16:清水河总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳43路公交车路线,深圳43路公交车路线(中海锦城花园公交总站—世界之窗地铁公交接驳站),,常规线路,运行时间：中海锦城花园公交总站06:20-22:30 |世界之窗地铁站06:50-23:30,"1:中海锦城花园公交总站
2:上芬小学新校区
3:上芬小学
4:人民路口北
5:人民路口
6:水榭春天
7:南源新村
8:高级中学北校区
9:龙华绿廊公园
10:长岭陂地铁站
11:南山智园北
12:南方科技大学
13:塘朗小学
14:塘朗村口
15:学苑丽水路口
16:丽水路南
17:平山一路路口
18:哈工大园区
19:桃源康复中心
20:红花岭
21:珠光北路
22:桃源文体中心
23:珠光村(2)
24:宝珠花园
25:龙井北路
",票价信息：冷巴2元,,深圳43路公交车路线(世界之窗地铁公交接驳站—中海锦城花园公交总站),"26:龙井工业区
27:光前村
28:军休二所
29:新车管所
30:龙井路口
31:欧洲城东
32:香山西街路口
33:白石洲西
34:白石洲(3)
35:世界之窗地铁公交接驳站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳41路公交车路线,深圳41路公交车路线(桃源村总站—华新村),,常规线路,运行时间：桃源村总站05:40-21:00 |华新村07:00-22:00,"1:桃源村总站
2:桃源村东
3:深云村
4:侨香村
5:北环香蜜立交
6:福田外语学校西
7:科技中学
8:妇儿大厦
9:景龙小学
10:鲁班大厦
11:莲花山西(2)
12:莲花山公园
13:中心书城北
14:少年宫东
15:雅颂居
16:人才大厦
17:中心公园
18:华富路始发站
19:华新路
20:华新村
",票价信息：冷巴2元,,深圳41路公交车路线(华新村—桃源村总站),"1:华新村
2:海外装饰大厦(1)
3:中心公园
4:人才大厦
5:雅颂居
6:少年宫东
7:中心书城北
8:莲花山公园(1)
9:莲花山西(2)
10:鲁班大厦(1)
11:景龙小学
12:妇儿大厦
13:科技中学
14:宏浩花园
15:福田外语学校西
16:北环香梅北天桥
17:北环香蜜立交
18:北环香蜜立交西
19:侨香村
20:深云村南
21:桃源村东
22:桃源村总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳38路公交车路线,深圳38路公交车路线(香梅北总站—火车站),,常规线路,运行时间：香梅北总站06:00-22:00 |火车站06:45-22:50,"1:香梅北总站
2:福田外语学校西
3:福田外语学校东
4:景蜜村
5:景田北
6:监控中心
7:景新花园
8:莲花山西(2)
9:莲花山公园
10:儿童医院
11:市民中心
12:市民中心东
13:岗厦地铁站
14:福华新村
15:公汽大楼
16:中大八院
17:中医院
18:华强南
19:滨河华强天桥
20:上步中学(1)
21:上步南天桥
22:滨江新村(1)
23:鹿丹村
24:金威大厦
25:罗湖小学
",票价信息：冷巴2元,,深圳38路公交车路线(火车站—香梅北总站),"26:人民南地铁站
27:火车站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳42路公交车路线,深圳42路公交车路线(月亮湾填海区公交总站—世界之窗地铁公交接驳站),,常规线路,运行时间：月亮湾填海区总站06:30-22:30 |世界之窗地铁站07:00-23:30,"1:月亮湾填海区公交总站
2:前海湾花园南
3:十二号路
4:前海兴海路口
5:南山花园
6:深大附中
7:青青世界
8:前海沿湖路口
9:太子山庄
10:南山村西
11:鼎太风华
12:南山残联
13:大新村
14:大新小学
15:星海名城
16:新安古城
17:荔香公园
18:深大北门(2)
19:科技园(2)
20:大冲
21:白石洲(3)
22:世界之窗地铁公交接驳站
",票价信息：冷巴2元,,深圳42路公交车路线(世界之窗地铁公交接驳站—月亮湾填海区公交总站),"1:世界之窗地铁公交接驳站
2:白石洲(3)
3:大冲
4:科技园(2)
5:深大北门(2)
6:荔香公园
7:新安古城
8:星海名城
9:大新小学
10:大新村
11:南山残联
12:鼎太风华
13:南山村西
14:太子山庄
15:前海沿湖路口
16:青青世界
17:深大附中
18:南山花园
19:前海兴海路口
20:十二号路
21:前海湾花园南
22:月亮湾填海区公交总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳45路公交车路线,深圳45路公交车路线(丰泽湖山庄—科技园公交总站),,常规线路,运行时间：丰泽湖山庄06:30-18:30 |科技园总站07:30-19:30,"1:丰泽湖山庄
2:民乐地铁站
3:翰岭院
4:档案中心
5:万科大厦
6:中康公园
7:梅林阁
8:梅林三村
9:梅林二村
10:下梅林市场(2)
11:景鹏大厦
12:景新花园
13:科技中学
14:宏浩花园
15:景田沃尔玛
16:特发小区
17:枫丹雅苑
18:金地网球中心
19:翠海花园(2)
20:经济犯罪侦查局
21:鸿新花园(1)
22:警校
23:深职院华侨城校区
24:园博园西
25:金海燕花园
",票价信息：冷巴2.5元,,深圳45路公交车路线(科技园公交总站—丰泽湖山庄),"26:港大医院
27:欢乐海岸
28:白石路中
29:百纳广场
30:中信红树湾
31:世纪村
32:沙河东路口
33:大冲
34:高科技中心
35:中兴通讯
36:科技园公交总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳44路公交车路线,深圳44路公交车路线(石厦南总站—上梅林公交总站),,常规线路,运行时间：石厦南总站06:30-21:30 |上梅林公交总站06:30-21:30,"1:石厦南总站
2:石厦南
3:市文化创意园
4:新洲村
5:沙尾
6:上沙村(2)
7:天安数码城
8:香蜜红荔立交
9:市委党校
10:北环香蜜立交
11:北环香梅北天桥
12:深圳石油大厦
13:广中医深圳医院
14:下梅林市场
15:梅林一村
16:梅林二村
17:梅林三村
18:梅林三村东
19:上梅林村
20:上梅林市场
21:福田二医院
22:上梅林公交总站
",票价信息：冷巴2元,,深圳44路公交车路线(上梅林公交总站—石厦南总站),"1:上梅林公交总站
2:福田二医院
3:上梅林市场
4:梅林三村东
5:梅林三村
6:梅林二村
7:梅林一村(1)
8:下梅林市场(2)
9:广中医深圳医院
10:北环香梅北天桥
11:北环香蜜立交
12:市委党校
13:香蜜红荔立交
14:天安数码城
15:上沙村
16:沙尾
17:新洲村
18:市文化创意园
19:石厦南
20:石厦南总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳36路公交车路线,深圳36路公交车路线(南头火车西站—动物园总站),,常规线路,运行时间：南头火车西站06:00-22:00 |动物园总站06:30-22:00,"1:南头火车西站
2:阳光棕榈园
3:大新村
4:大新地铁站
5:桃园南新路口
6:市六医院
7:南山区委
8:深圳大学
9:深大北门(2)
10:高科技中心
11:中兴通讯
12:创维大厦
13:深南科技立交北
14:科发路
15:深南科苑立交北
16:科苑北
17:科苑北环立交
18:孙逸仙心血管医院
19:朗山路中
20:松坪村
21:松坪学校小学部
22:茶光(1)
23:茶光(2)
24:西丽社区(2)
25:西丽法庭(2)
",票价信息：冷巴2元,,深圳36路公交车路线(动物园总站—南头火车西站),"26:西丽劳力市场
27:丽山路南
28:桃源康复中心
29:桃源街道办
30:丽山路北
31:动物园
32:动物园总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳34路公交车路线,深圳34路公交车路线(民乐地铁站—下沙总站),,常规线路,运行时间：民乐地铁站06:30-21:30 |下沙总站06:30-21:30,"1:民乐地铁站
2:福田党校
3:中级法院
4:关山月美术馆(1)
5:少年宫东
6:市民中心东
7:大中华国际广场
8:福华三路口
9:皇岗中学
10:福田保健院
11:皇岗村
12:福田区委
13:石厦学校
14:新洲花园
15:福田实验学校(1)
16:福田体育公园
17:上沙
18:下沙(2)
19:下沙总站
",票价信息：冷巴2元,,深圳34路公交车路线(下沙总站—民乐地铁站),"1:下沙总站
2:下沙(1)
3:福田体育公园
4:福田实验学校(1)
5:新洲花园
6:石厦学校
7:福田区委
8:皇岗村
9:福田保健院
10:皇岗中学
11:会展中心东
12:福华三路口
13:大中华国际广场
14:市民中心东
15:少年宫东
16:关山月美术馆(1)
17:莲花中学
18:中级法院
19:福田党校
20:丰泽湖山庄
21:民乐地铁站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳29路公交车路线,深圳29路公交车路线(草埔吓屋村—滨河总站),,常规线路,运行时间：草埔吓屋村06:30-22:30 |滨河总站06:30-22:30,"1:草埔吓屋村
2:绿景山庄
3:华港新村
4:理想新城
5:戒毒所
6:布心山庄
7:金稻田路口
8:翠园中学东晓校区
9:东湖路
10:景亿山庄
11:彩世界家园
12:东湖宾馆
13:水库
14:水库新村(1)
15:明珠学校
16:爱国大厦
17:罗湖区委
18:京鹏大厦
19:湖贝地铁站
20:门诊部(1)
21:人民桥
22:地王大厦
23:红岭南路(1)
24:滨江新村(1)
25:上步南天桥(1)
",票价信息：冷巴2元,,深圳29路公交车路线(滨河总站—草埔吓屋村),"26:滨河总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳27路公交车路线,深圳27路公交车路线(草埔地铁站总站—长岭东公交场站),,常规线路,运行时间：草埔地铁站总站06:20-23:00 |长岭东公交场站06:30-23:00,"1:草埔地铁站总站
2:草埔地铁站(8)
3:独树村(2)
4:洪湖公园(2)
5:田贝(1)
6:螺岭
7:罗湖区委
8:冶金大厦
9:黄贝岭地铁站(3)
10:黄贝岭
11:罗湖体育馆
12:广岭
13:西岭下(1)
14:鹏基工业区
15:鹏兴花园六期
16:聚宝莲塘路口
17:莲塘街道办
18:梧桐山新居
19:长岭
20:长岭东公交场站
",票价信息：冷巴2元,,深圳27路公交车路线(长岭东公交场站—草埔地铁站总站),"1:长岭东公交场站
2:罗湖公安分局
3:莲塘街道办
4:鹏基工业区(1)
5:西岭下(1)
6:广岭小区
7:罗湖体委
8:黄贝岭
9:黄贝岭地铁站(2)
10:冶金大厦
11:罗湖区委
12:螺岭
13:田贝(1)
14:洪湖公园(2)
15:独树村(3)
16:草埔地铁站
17:草埔地铁站总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳22路公交车路线,深圳22路公交车路线(同乐村—荔山工业园总站),,常规线路,运行时间：同乐村06:00-22:30 |荔山工业园总站06:00-22:30,"1:同乐村
2:同乐学校
3:中山园
4:南山农批市场
5:中山公园东门
6:南山设计产业园
7:南山公安分局
8:南新深南天桥(2)
9:南贸市场
10:田厦村
11:大陆庄园
12:南山市场
13:华联花园
14:南园村
15:南山村北
16:南山村
17:城市山林东
18:东滨路中
19:荔秀文化街
20:南门一坊
21:兰园
22:爱榕园
23:育才二中
24:湾厦村
25:蛇口汽车站
",票价信息：冷巴2元,,深圳22路公交车路线(荔山工业园总站—同乐村),"26:蛇口戏院
27:南山妇幼保健院
28:蛇口广场
29:南海玫瑰园东
30:南海玫瑰园西
31:海上世界南
32:蛇口港地铁站
33:蛇口港交警大队
34:龙瑞佳园天桥
35:龙瑞佳园
36:万豪月半山
37:荔山工业园
38:荔山工业园总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳26路公交车路线,深圳26路公交车路线(桃源村总站—皇岗口岸),,常规线路,运行时间：桃源村总站06:20-22:00 |皇岗口岸06:40-22:30,"1:桃源村总站
2:桃源村
3:龙珠四路
4:龙井路口
5:欧洲城东
6:香山西街路口
7:白石洲西
8:白石洲(3)
9:世界之窗(1)
10:何香凝美术馆
11:锦绣中华(2)
12:康佳集团东
13:园博园(2)
14:竹子林(1)
15:深航大厦
16:喜年中心
17:泰然九路
18:下沙(1)
19:福田体育公园
20:沙嘴路口
21:金地花园
22:金地一路
23:仁爱医院
24:新洲村
25:妇幼保健院
",票价信息：冷巴2.5元,,深圳26路公交车路线(皇岗口岸—桃源村总站),"26:益田村
27:益田花园西
28:绒花路口西
29:椰风路口
30:保税区海关
31:国花路口
32:福民公安小区
33:福民新村
34:高级技校
35:联合广场
36:皇岗口岸总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳606路公交车路线,深圳606路公交车路线(宝城三区总站—平峦山公交总站),,常规线路,运行时间：宝城三区总站06:30-22:15 |平峦山公交总站06:30-22:15,"1:宝城三区总站
2:宝安法院北
3:三区金融街
4:建行宝安支行
5:甲岸村
6:汉宝大厦
7:灵芝地铁站
8:公园路西一巷
9:普威广场
10:上川村
11:大家好广场
12:东方明工业城
13:宝龙小学
14:上合市场(1)
15:上合小学
16:宝安公园
17:宝安公园西门
18:宝安新村
19:宝安日报社
20:嘉华花园
21:西乡街道办
22:西乡街道办西
23:港隆城
24:铁岗路口
25:宝安农批市场东
",票价信息：冷巴2元,,深圳606路公交车路线(平峦山公交总站—宝城三区总站),"26:臣田工业区
27:朱坳水厂
28:平峦山公园
29:平峦山公交总站
",深圳市西部公共汽车有限公司
最后更新：2018-12-14,深圳M402路公交车路线,深圳M402路公交车路线(万国食品城总站—建设路),,常规线路,运行时间：李朗万国食品城总站06:30-21:30 |建设路07:30-22:30,"1:万国食品城总站
2:左右家私
3:李朗国际珠宝园
4:第三人民医院
5:联创科技园
6:布吉交警中队
7:尚峰花园
8:石芽岭公园
9:布龙立交
10:大世纪花园
11:布吉天虹
12:布吉中学
13:森鑫源学校
14:东心岭
15:金沙花园
16:东升学校
17:春蕾幼儿园
18:莲花山庄
19:德福花园
20:钱排村
21:德兴花园
22:粤宝红岗路口
23:粤宝
24:宝丽路口
25:荣超花园(1)
",票价信息：冷巴2元,,深圳M402路公交车路线(建设路—万国食品城总站),"26:草埔地铁站(6)
27:洪湖公园(2)
28:田贝(1)
29:东门中(1)
30:东门(3)
31:金城大厦(1)
32:金光华广场
33:罗湖小学
34:建设路
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳23路公交车路线,深圳23路公交车路线(宁水花园—皇岗口岸),,常规线路,运行时间：宁水花园06:30-22:30 |皇岗口岸06:30-22:30 24:00,"1:宁水花园总站
2:水库
3:布心花园
4:市慢病防治中心
5:君逸华府(2)
6:水贝地铁站
7:泥岗桥
8:红岗花园
9:宝安北路口
10:红岭泥岗立交
11:市检察院(2)
12:建设集团
13:荔枝公园(2)
14:红岭南路(2)
15:巴丁街
16:上步小学
17:新城市广场
18:爱华市场
19:南园中
20:华强南
21:赤尾天桥
22:岗边村(1)
23:福滨新村(1)
24:皇岗口岸总站
",票价信息：冷巴2.5元,,深圳23路公交车路线(皇岗口岸—宁水花园),"1:皇岗口岸总站
2:福滨新村(1)
3:岗边村(1)
4:赤尾天桥
5:华强南
6:兴华宾馆西
7:市委
8:大剧院
9:荔枝公园(2)
10:建设集团
11:市检察院(1)
12:红岭泥岗立交
13:宝安北路口(2)
14:红岗花园
15:泥岗桥
16:翠竹北
17:君逸华府
18:市慢病防治中心
19:水库
20:宁水花园总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳M459路公交车路线,深圳M459路公交车路线(王京坑村—民田路公交总站),,常规线路,运行时间：西丽王京坑村06:30-19:20 20:30 |民田路总站07:00-21:00,"1:王京坑村
2:王京坑
3:麻磡幼儿园
4:麻磡村市场
5:麻磡村口
6:白芒小学
7:白芒村
8:荔枝世界
9:家具协会
10:深圳实验学校
11:旺棠公寓
12:九祥岭(1)
13:西丽劳力市场
14:红花岭
15:平山村南
16:丽水路南
17:塘朗村口
18:中科院研究院
19:南方科技大学
20:南山智园北
21:长岭陂地铁站
22:深圳北汽车站
23:龙悦居
24:龙悦居三期
25:逸秀新村
",票价信息：冷巴2.5元,,深圳M459路公交车路线(民田路公交总站—王京坑村),"26:新区大道路口
27:新彩隧道口
28:中级法院
29:关山月美术馆(1)
30:少年宫东
31:市民中心东
32:大中华国际广场
33:会展中心地铁站
34:卓越时代广场
35:购物公园地铁站
36:民田路公交总站
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳M474路公交车路线,深圳M474路公交车路线(深圳湾口岸—桃源村),,常规线路,运行时间：深圳湾口岸公交总站07:00-22:00 |桃源村07:00-22:00,"1:深圳湾口岸公交总站
2:后海滨路口
3:北师大附中
4:后海新村
5:蔚蓝海岸三期
6:保利剧院
7:海岸城
8:卓越后海中心
9:南外学校高新分部
10:高新南十道路口
11:科技南路
12:高新公寓
13:创维大厦
14:深南科技立交北
15:科发路
16:深南科苑立交北
17:科苑北
18:科苑北环立交
19:华瀚科技
20:酷派信息港
21:宝深路
22:松坪学校小学部
23:茶光(1)
24:龙辉花园(2)
25:新屋村
",票价信息：冷巴2元,,深圳M474路公交车路线(桃源村—深圳湾口岸),"26:鼎胜山邻
27:桃源村
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳M473路公交车路线,深圳M473路公交车路线(宝安实验学校—西乡后瑞总站),,常规线路,运行时间：宝安实验学校--西乡后瑞总站06:30--22:30,"1:宝安实验学校
2:中南花园
3:中商花园
4:丽晶国际
5:宝安中心站(2)
6:宝安行政中心
7:宝安行政中心西
8:宝安行政中心北
9:宝安体育馆
10:君逸世家
11:宝安妇幼东
12:福中福
13:海滨新村
14:华忆科技
15:宝源新村
16:泰华阳光海
17:海湾中学
18:华盛辉大厦
19:银田工业区
20:华万工业园
21:固戍红湾
22:联升购物广场
23:固戍地铁站
24:西乡安居家园
25:西乡奋达科技
",票价信息：冷巴2元,,深圳M473路公交车路线(西乡后瑞总站—宝安实验学校),"26:华胜实验学校
27:空港油库
28:机场邮件处理中心
29:黄田派出所
30:黄田派出所东
31:金碧工业园
32:达利花园
33:西乡后瑞总站
",深圳市西部公共汽车有限公司
最后更新：2018-12-14,深圳M563路公交车路线,深圳M563路公交车路线(横岗228工业区总站—牛始埔新村),,常规线路,运行时间：横岗228工业区总站06:00-22:00 |牛始埔新村06:50-22:50,"1:横岗228工业区总站
2:永佳利
3:信义玻璃厂
4:信义家园
5:嘉丽厂
6:华成厂
7:窝肚市场
8:窝肚路口
9:横岗商业街
10:横岗大厦
11:横岗志健广场
12:水厂
13:塘坑村
14:大和步行街
15:六约文体广场
16:大和新村
17:恒丰厂
18:六约社区工作站
19:柏怡科技园
20:金塘工业区
21:美泽百货
22:开明厂
23:歌乐厂
24:牛始埔新村
",票价信息：冷巴2元,,深圳M563路公交车路线(牛始埔新村—横岗228工业区总站),"1:牛始埔新村
2:天天乐
3:六约社区
4:塘坑地铁站
5:横岗天虹商场
6:锦冠华城
7:红棉四联路口
8:四联小学
9:茂盛公园
10:盛大百货
11:新世界广场
12:横岗大厦
13:横岗商业街
14:横岗人民医院
15:独竹
16:永湖地铁站
17:窝肚路口
18:窝肚市场
19:华成厂
20:嘉丽厂
21:信义家园
22:信义玻璃厂
23:永佳利
24:横岗228工业区总站
",深圳市东部公共交通有限公司
最后更新：2018-12-14,深圳M506路公交车路线,深圳M506路公交车路线(同乐村总站(中山园停车场)—深圳湾口岸),,常规线路,运行时间：深圳湾口岸06:30-21:00 |中山园场站07:00-22:00,"1:同乐村总站(中山园停车场)
2:南山农批市场
3:中山公园东门
4:南山设计产业园
5:南山公安分局
6:新安古城
7:星海名城
8:南头街道办
9:南山欢乐颂
10:桃园南新路口
11:荔香中学
12:四方村
13:南航公司
14:南山派出所
15:中油大厦
16:亿利达大厦
17:南山邮局
18:南油大厦
19:南门一坊
20:北师大附中
21:后海滨路口
22:深圳湾口岸公交总站
",票价信息：冷巴2元,,深圳M506路公交车路线(深圳湾口岸—同乐村总站(中山园停车场)),"1:深圳湾口岸公交总站
2:后海滨路口
3:北师大附中
4:南门一坊
5:南海东滨路口
6:南油大厦
7:南山邮局
8:亿利达大厦
9:中油大厦
10:南山派出所
11:南航公司
12:四方村
13:荔香中学
14:桃园南新路口
15:南贸市场
16:南头街道办
17:星海名城
18:新安古城
19:南山公安分局
20:南山设计产业园
21:中山公园东门
22:南山农批市场
23:同乐村总站(中山园停车场)
",深圳巴士集团股份有限公司
最后更新：2018-12-14,深圳M472路公交车路线,深圳M472路公交车路线(石岩汽车站总站—机场东),,常规线路,运行时间：石岩汽车站总站06:00-20:00 |机场东地铁站07:00-21:00,"1:石岩汽车站总站
2:宝路工业区
3:青年路口
4:石岩新村南
5:山城商业街
6:恒冠电子
7:石头山工业区
8:任达山庄(2)
9:石岩奋达科技
10:麻布新村
11:料坑新村
12:料坑工业区
13:宝山园
14:福凤路南
15:龙王古庙
16:白石厦东
17:福永桥底
18:汉永酒店
19:福永街道办
20:龙翔山庄
21:福永消防中队
22:福永地铁站
23:福桥
24:新和天桥(1)
25:福永海鲜市场
",票价信息：冷巴2.5元,,深圳M472路公交车路线(机场东—石岩汽车站总站),"26:永福苑
27:机场东地铁公交接驳站
",深圳市西部公共汽车有限公司
最后更新：2018-12-14,深圳M471路公交车路线,深圳M471路公交车路线(大鹏汽车站—核电站),,常规线路,运行时间：大鹏汽车站06:00-21:30 |核电站06:30-22:00,"1:大鹏汽车站
2:大鹏文体中心
3:大鹏山庄
4:叠福新村
5:下沙新村
6:大鹏中心(2)
7:石禾塘
8:大鹏城管
9:岭吓花园
10:大鹏妇幼保健院
11:创新研究院
12:黄坭潭
13:鹏城花园
14:古城小区
15:较场尾
16:大鹏所城
17:东山寺
18:榕树坑
19:核电站
",票价信息：冷巴1元,,深圳M471路公交车路线(核电站—大鹏汽车站),"1:核电站
2:榕树坑
3:东山寺
4:大鹏所城
5:较场尾
6:古城小区
7:鹏城花园
8:黄坭潭
9:创新研究院
10:大鹏妇幼保健院
11:岭吓花园
12:大鹏城管
13:大鹏中心(1)
14:下沙新村
15:叠福新村
16:大鹏山庄
17:大鹏文体中心
18:大鹏汽车站
",深圳市东部公共交通有限公司
最后更新：2018-12-14,深圳M505路公交车路线,深圳M505路公交车路线(坂田旭景佳园总站—大浪羊台山公园总站),,常规线路,运行时间：坂田旭景佳园总站06:00-21:00 |大浪羊台山公园总站07:00-22:10,"1:坂田旭景佳园总站
2:巡警中队
3:珠江旭景佳园
4:富豪花园
5:扬马市场
6:金洲嘉丽园
7:坂田路口西
8:坂田市场
9:里石排
10:利金城工业园
11:水斗村
12:水斗富豪新村
13:富士康南二门
14:龙华富士康
15:瓦窑排
16:共和新村
17:龙华文化广场
18:龙华人民医院
19:金侨花园
20:弓村
21:景乐市场
22:龙华天虹商场
23:金龙华广场
24:牛地埔
25:龙华敬老院
",票价信息：冷巴2元,,深圳M505路公交车路线(大浪羊台山公园总站—坂田旭景佳园总站),"26:福瑞尔工业园
27:三合华侨新村
28:泉新源工业区
29:大浪商业中心
30:大浪劳动者广场
31:中建工业区
32:玉田新村
33:上横朗市场
34:大浪羊台山公园总站
",深圳市西部公共汽车有限公司
最后更新：2018-12-14,深圳M470路公交车路线,深圳M470路公交车路线(壹方中心—黄麻布总站),,常规线路,运行时间：壹方中心06:30-22:30 |黄麻布总站06:30-22:30,"1:壹方中心
2:宏发领域
3:宝安中心站
4:宝安体育馆
5:君逸世家
6:宝安妇幼东
7:径贝居委会
8:坪洲地铁站
9:永丰路口
10:西乡地铁站
11:华盛辉大厦
12:大益广场
13:宝安文具批发市场
14:宝安农批市场
15:西成工业区
16:固戍村
17:劲力集团
18:三围路口
19:桃源居中澳学校
20:宝安桃源居
21:鹤洲桥底
22:恒丰工业城
23:西乡富源工业城
24:富源教育城
25:九围村
",票价信息：冷巴2元,,深圳M470路公交车路线(黄麻布总站—壹方中心),"26:九围村委
27:康桥书院
28:簕竹角村
29:黄麻布总站
",深圳市西部公共汽车有限公司
最后更新：2018-12-14,深圳B673路公交车路线,深圳B673路公交车路线(坪地牛眠岭总站—高桥社区),,常规线路,运行时间：坪地牛眠岭总站06:20-20:00 |高桥村07:00-20:40,"1:坪地牛眠岭总站
2:牛眠岭村桥头
3:龙岗同兴学校
4:四方埔卫生站
5:四方埔路口
6:高喜路电子厂
7:家乐士
8:东城智居中心
9:坪地汽车站
10:坪东工业区
11:坪地街道办
12:发展路口
13:坪地第一小学
14:鼎尚华庭
15:金水桥工业区
16:香园新村
17:高桥工业区
18:高桥社区
",票价信息：冷巴1元,,深圳B673路公交车路线(高桥社区—坪地牛眠岭总站),"1:高桥社区
2:高桥工业区
3:香园新村
4:金水桥工业区
5:鼎尚华庭
6:坪地第一小学
7:发展路口
8:坪地街道办
9:坪东工业区
10:坪地汽车站
11:东城智居中心
12:家乐士
13:高喜路电子厂
14:四方埔路口
15:四方埔卫生站
16:龙岗同兴学校
17:牛眠岭村桥头
18:坪地牛眠岭总站
",深圳市东部公共交通有限公司
最后更新：2018-12-14,深圳B718路公交车路线,深圳B718路公交车路线(西田第三工业区—峰荟首末站),,常规线路,运行时间：公明西田第三工业区06:30-21:00 |峰荟首末站06:30-21:00,"1:西田第三工业区
2:西田锦绣工业园
3:屋园路口
4:江豪步行街
5:李松蓢小学
6:河堤路口
7:冠城产业园
8:丰硕路口
9:宏恒泰科技园
10:铁塔科技园
11:中泰科技园
12:松白工业区
13:南庄新村
14:南庄村口
15:公明中行
16:光明文化馆
17:公明中心换乘站
18:公明汽车站(1)
19:公明办事处
20:环球公司
21:光明人民医院(1)
22:上石家村口
23:金谷动力
24:上石家市场
25:光明峰荟
",票价信息：冷巴上车1元，分段收费，全程2元,,深圳B718路公交车路线(峰荟首末站—西田第三工业区),"26:峰荟首末站
",深圳市西部公共汽车有限公司
