lines,line_num,name
 4路 N9路 60路 103路 235路 317路 339路 M347路 362路 377路 M389路 M433路 M476路 M499路 M511路 B685路 B957路,途经路线[17条],福田水围村
 932路,途经路线[1条],福田村
 B709路 B798路,途经路线[2条],福田市场监管分局
 旅游5号线 34路 64路 M105路 M106路 M133路 229路 236路 M520路 M559路 B709路 B798路,途经路线[12条],福田实验学校(1)
 E12路 高快巴士28 38路 41路 M312路 M398路 M441路,途经路线[7条],福田外语学校西
 E1路 E17路 高峰专线19 E26路 NE26路 M182路 M194路 337路 369路 M463路,途经路线[10条],福田实验学校(2)
 203路 M204路 M441路 M499路 B618路 B685路 B689路 B957路,途经路线[8条],福田口岸公交总站
 4号线(龙华线),途经路线[1条],福田口岸
 38路 73路 104路 B689路,途经路线[4条],福田外语学校东
 高快巴士19 高快巴士25 214路 216路 B812路,途经路线[5条],福田南总站
 N25路,途经路线[1条],福田南
 N9路 高峰专线21 高快巴士26 52路 60路 62路 385路 M476路,途经路线[8条],福田保税区
 12路 N12路 67路 102路 201路 M204路 216路 218路 M312路 334路 M390路 M441路 M460路 B613路 B912路,途经路线[15条],福田农批市场
 大梅沙假日专线2 高快巴士6 7路 N9路 E17路 高快巴士34 34路 60路 75路 M204路 M222路 313路 328路 333路 334路 339路 M360路 M374路 M383路 391路 393路 M398路 M437路 M500路,途经路线[24条],福田党校
 N10路 34路 63路 73路 M133路 M172路 202路 303路 M370路 385路 B689路,途经路线[11条],福田保健院
 34路 73路 M133路 M172路 202路 303路 M370路 M389路 M390路 B689路 B957路,途经路线[11条],福田区委
 E17路 26路 34路 64路 M105路 M106路 M182路 M194路 229路 236路 337路 369路 M463路 M520路 M559路,途经路线[15条],福田体育公园
 滨海休闲假日专线 E4路 旅游5号线 E6路 高快巴士16 E17路 高峰专线18 E26路 NE26路 49路 64路 高快巴士70 73路 M115路 M172路 202路 213路 303路 317路 322路 377路 M392路 M414路 M447路 M520路 M521路 M559路 K578南山线 K578路 B611路 B697路,途经路线[31条],福田交通枢纽
 N6路 N9路 N12路 44路 60路 102路 216路 218路 222路 M312路 324路,途经路线[11条],福田二医院
 N25路 214路 225路,途经路线[3条],福滨新村西
 3路 9路 339路 391路,途经路线[4条],福田中学
 M274路,途经路线[1条],大礁村
 2号线(蛇口线) 3号线(龙岗线) 11号线(机场线),途经路线[3条],福田
 M208路 M386路 906路,途经路线[3条],大福工业区
 高峰专线38 M450路 M505路 B692路 B715路 B879路,途经路线[6条],福瑞尔工业园
 M492路 B797路,途经路线[2条],大磡耕作口
 49路 66路,途经路线[2条],大磡综合市场
 M492路 B797路,途经路线[2条],大磡商业街路口
 49路 66路 M460路 M492路 B797路,途经路线[5条],大磡小学
 M460路 M492路 B797路,途经路线[3条],大磡工业区
 M460路 M492路 B797路,途经路线[3条],大磡二村口
 49路 66路,途经路线[2条],大磡安居苑
 旅游6号线 909B线,途经路线[2条],大石头
 M460路 M492路 B797路,途经路线[3条],大磡社康中心
 E24路 N27路 E36路 M131路 M210路 M240路 M313路 323路 M330路 M350路 M358路 M375路 M393路 M470路 M496路 M511路 M528路 610路 B631路 718路 B847路,途经路线[21条],大益广场
 653路 B789路 B895路,途经路线[3条],大王山公园
 M260路 655路,途经路线[2条],大田洋公交场站
 M341路 M351路 M536路 653路 B789路 B895路 B944路,途经路线[7条],大王山村
 E38路 M180路 336路 M352路 B645路 B715路,途经路线[6条],大浪邮政所
 653路 B789路 B895路,途经路线[3条],大王山公园总站
 N22路 高快巴士70 M214路 324路 M543路 B714路 B715路 B922路,途经路线[8条],大浪街道办
 E9路 高峰专线80 高峰专线92 高峰专线149 M212路 M222路 M264路 M449路 M450路,途经路线[9条],大润发
 深惠3线 M172路 M264路 M265路 M270路 M283路 M311路 M359路 363路 M385路 M407路 B725路,途经路线[12条],大皇公
 M214路 M340路,途经路线[2条],大浪宝坤工业区
 M431路,途经路线[1条],大浪小区
 M505路 B879路,途经路线[2条],大浪羊台山公园总站
 E9路 E37路 M353路 621路 B645路 B920路,途经路线[6条],大浪三联总站
 E38路 336路 M340路 M420路 M505路 624路 B879路,途经路线[7条],大浪劳动者广场
 N22路 E38路 高峰专线38 M115路 M180路 M211路 M301路 M340路 M352路 M420路 M449路 M450路 M462路 M534路 624路 B645路 B692路 B714路,途经路线[18条],大浪行政中心
 E38路 M115路 M301路 336路 M340路 M352路 M420路 M462路,途经路线[8条],大浪同富裕工业区
 旅游9号线 旅游10号线 高快巴士10 E14路 E34路 E35路 E36路 M115路 高峰专线170 M193路 M233路 M243路 M244路 M262路 M301路 M310路 330C线 332路 M340路 M352路 M378路 M379路 M395路 M415路 M420路 M462路 M548路 624路 882路,途经路线[29条],大浪石观工业区
 M514路,途经路线[1条],大洋天源隆商场
 M286路,途经路线[1条],大水坑二村市场
 M254路 M419路,途经路线[2条],大洋花园
 49路 M240路 316路 M364路,途经路线[4条],大沙河公园
 M449路,途经路线[1条],大水坑小学
 高峰专线171 B916路,途经路线[2条],大水坑社康中心
 398路,途经路线[1条],大水坑收费站
 M251路 M252路 M284路 B893路,途经路线[4条],大洋田工业区
 M445路,途经路线[1条],大望耕作口
 B624路,途经路线[1条],大望社康
 M483路,途经路线[1条],大板桥
 M191路 B961路,途经路线[2条],大梅沙公交总站
 211路 M399路 B624路,途经路线[3条],大望球场
 大梅沙假日专线1 大梅沙假日专线2 大梅沙假日专线3 E12路 N21路 高峰专线58 308路 M437路 M438路 M465路 M520路 M526路,途经路线[12条],大梅沙闻檀道场站
 高峰专线58 103路 M180路 M191路 M362路 387路,途经路线[6条],大梅沙
 高快巴士6 M226路 M286路 M337路 M424路 M449路 M525路 M544路,途经路线[8条],大水坑一村
 M399路 B624路,途经路线[2条],大望槟榔公园
 211路 M399路 B624路,途经路线[3条],大望桥
 211路 M399路 B624路,途经路线[3条],大望小学
 211路 M399路 B624路,途经路线[3条],大望公园
 M236路 M237路 639路 B835路,途经路线[4条],大族激光
 高峰专线148,途经路线[1条],大族基地
 36路 42路 58路 M364路 M375路 M463路 M483路 M484路 M492路 M507路 M518路,途经路线[11条],大新村
 42路 高峰专线122 223路 M343路 M349路 M364路 M370路 M375路 M483路 M484路 M507路 M518路,途经路线[12条],大新小学
 627路,途经路线[1条],高尔夫会所
 深莞2线 M258路 M285路 M289路 312路 M338路 M557路 B880路,途经路线[8条],高尔夫球场
 M252路 M331路 639路,途经路线[3条],高士拉链
 621路,途经路线[1条],高坳新村
 M219路 M280路 B673路 B740路,途经路线[4条],高喜路电子厂
 B683路,途经路线[1条],高发科技园总站
 高快巴士34 高峰专线150 M240路 M358路 M364路 B707路,途经路线[6条],高发科技园
 高峰专线151 M363路 M398路 M461路 M488路 982路,途经路线[6条],高力特
 107路 108路 M555路 B733路,途经路线[4条],香蜜湖天桥
 M411路 M495路,途经路线[2条],马田办事处
 高峰专线72 M240路 M379路 M550路,途经路线[4条],金港大道
 7路 8路 14路 M152路 M360路 M383路 M482路,途经路线[7条],骨科医院
 1号线(罗宝线) 3号线(龙岗线) M441路,途经路线[3条],购物公园
 E1路 3路 E20路 E25路 E38路 高快巴士95 M223路 398路,途经路线[8条],购物公园地铁公交接驳站
 3路 高峰专线17 E17路 E25路 高快巴士27 高快巴士31 E38路 64路 高快巴士95 M137路 M194路 M223路 M224路 316路 M329路 371路 373路 398路 M454路 M459路 M521路 B709路,途经路线[22条],购物公园地铁
 高峰专线107 M206路 M378路 M379路 M560路,途经路线[5条],谷峰石材
 B884路,途经路线[1条],规划四路东
 B884路,途经路线[1条],规划四路西
 E16路 M288路 M354路,途经路线[3条],观澜长途客运站
 高快巴士27,途经路线[1条],观澜茗语华苑
 M287路 B766路 B768路 B880路 B919路,途经路线[5条],观澜街道办
 B752路 B983路,途经路线[2条],观音山
 E4路 E31路 高峰专线92 M264路 M289路 313路 M517路 B768路 B921路,途经路线[9条],观澜高新园
 M225路 M285路 M545路 B766路,途经路线[4条],观澜第一工业区
 高快巴士6 高快巴士17 627路 B919路,途经路线[4条],观澜爱心家园
 E8路 M360路 M477路 M504路 M538路 M545路 M566路 M567路 M568路 M572路 620路 B792路,途经路线[12条],观澜牛角龙总站
 B652路,途经路线[1条],观澜河东村
 深莞1线 B919路,途经路线[2条],观澜影剧院
 高快巴士17 M263路 M342路 M557路 B878路 B880路 B921路,途经路线[7条],观澜湖公交总站
 M225路 M285路 M337路 M464路 M557路 B766路 B769路,途经路线[7条],观澜成霖厂
 深莞1线 E4路 E36路 M267路 M287路 M289路 M302路 321路 M337路 M354路 M450路 M464路 M510路 M545路 B768路 B769路,途经路线[16条],观澜天虹商场
 E36路 M226路 M243路 M267路 M269路 M286路 M288路 M302路 321路 332路 M354路 M392路 M408路 882路,途经路线[14条],观澜建材市场
 B652路,途经路线[1条],观澜商会
 B918路,途经路线[1条],观澜同富裕工业园
 E36路,途经路线[1条],观澜公坑廊公交总站
 B918路,途经路线[1条],观澜人民公园
 B652路,途经路线[1条],观澜人民法庭
 深莞1线 高快巴士17 E36路 M525路 M557路 627路,途经路线[6条],观澜交管所
 深莞2线 M152路 M225路 M243路 M263路 M269路 312路 332路 M338路 M361路 M392路 M408路 M424路 M534路 627路 B652路 B861路 882路,途经路线[18条],观澜交警中队
 深莞1线 旅游9号线 E36路 M225路 M243路 M258路 M263路 M269路 M288路 M302路 312路 332路 M338路 M361路 M392路 M408路 M424路 M450路 M534路 M557路 627路 B769路 B861路 882路,途经路线[24条],观澜二小
 高峰专线173 M267路 M287路 M289路 321路 M354路 M510路 M545路 B652路 B768路 B769路,途经路线[11条],观澜二中
 627路 B768路,途经路线[2条],观湖园
 欧洲城假日专线 N24路 229路 M430路 M467路 M539路 B605路,途经路线[7条],观海台
 龙华有轨电车1线,途经路线[1条],观城
 高快巴士6 旅游9号线 M226路 M286路 M337路 M424路 M449路 M525路 M544路,途经路线[9条],观悦酒店
 深莞1线 E36路 M302路 M337路 M450路 M464路,途经路线[6条],观湖体育中心
 深莞1线 M226路 M243路 M258路 M263路 M267路 M269路 M285路 M286路 M287路 M288路 M289路 M302路 312路 321路 332路 M338路 M354路 M392路 M408路 627路 B766路 B768路 882路 B919路,途经路线[25条],观澜中心小学
 高峰专线107 高峰专线165 高峰专线166 M206路 M243路 M257路 M262路 316路 325路 326路 332路 M335路 M378路 M379路 392路 M395路 M560路 759路 767路 789路 866路,途经路线[21条],河滨花园
 B718路 723路,途经路线[2条],河堤路口
 M294路 M576路,途经路线[2条],河唇村口
 B651路 B652路 B918路,途经路线[3条],河东村
 M270路,途经路线[1条],汉成
 M137路 M236路 M251路 M252路 M310路 M334路 M433路 M472路 M514路 M530路 615路 B711路 727路 B875路,途经路线[14条],汉永酒店
 M436路 M548路,途经路线[2条],汉海达
 603路 606路 610路 613路 704路,途经路线[5条],汉宝大厦
 龙华有轨电车1线 旅游9号线 E36路 高峰专线72 高峰专线131 M194路 M259路 338路 M358路 M380路 M382路 M385路 M400路 M433路 M469路 M496路 M511路 M522路 M527路 M530路 610路 615路 B847路 866路,途经路线[24条],河东
 B821路,途经路线[1条],汇龙花园
 高峰专线159,途经路线[1条],汇聚新桥107创智园
 122路 M475路,途经路线[2条],汇金花园
 60路 75路 M342路 M365路 M385路 M567路 B655路 B877路,途经路线[8条],汇龙苑
 M254路 B979路,途经路线[2条],汇百川
 M468路,途经路线[1条],汇鑫花园
 639路,途经路线[1条],汇源豪庭
 M239路,途经路线[1条],汇源工业区
 B965路,途经路线[1条],汇得宝工业区
 B944路,途经路线[1条],汇利五金公司
 M336路 M337路 B873路 B960路 B963路,途经路线[5条],汇业科技园
 M486路 B795路,途经路线[2条],欢乐谷
 M445路,途经路线[1条],横排岭总站
 M275路 811路,途经路线[2条],横岭路口
 M365路 B917路,途经路线[2条],横岭村
 45路 49路 M486路 M487路 M561路,途经路线[5条],欢乐海岸
 M275路 811路,途经路线[2条],横岭总站
 小梅沙假日专线1 907路 930路,途经路线[3条],横岗防疫站
 M394路,途经路线[1条],横岗长途汽车站
 高快巴士4 高快巴士9 高峰专线13 高峰专线24 高快巴士34 M112路 M122路 M152路 M193路 M225路 M262路 M282路 M302路 324路 333路 334路 336路 339路 M344路 M372路 M374路 M391路 M392路 M398路 M500路 M521路 620路 621路 B655路 B656路,途经路线[30条],横岭二区
 M208路 M386路 906路,途经路线[3条],横岗消防中队
 M309路 M357路 M394路 907路,途经路线[4条],横岗派出所
 高快巴士4 高快巴士9 高峰专线13 高快巴士34 M112路 M122路 M152路 M193路 M262路 M282路 M302路 324路 333路 334路 336路 339路 M342路 M365路 M372路 M374路 M391路 M392路 M398路 M500路 M521路 620路 621路 B655路 B656路,途经路线[29条],横岭
 小梅沙假日专线1 深惠3线 深惠3A线 M180路 M208路 M239路 M266路 M268路 M295路 M309路 351路 357路 M359路 366路 M421路 M466路 M547路 M570路,途经路线[18条],横岗街道办
 M466路,途经路线[1条],横岗新城汇
 M421路,途经路线[1条],横岗大康村公交
 22路 122路 M372路 M375路,途经路线[4条],荔山工业园总站
 930安良线,途经路线[1条],横岗人民医院南
 小梅沙假日专线1 M180路 357路 358路 M396路 M466路 M563路 906路 907路 930安良线 930路 932路,途经路线[12条],横岗大厦
 小梅沙假日专线1 深惠3线 深惠3A线 M180路 M208路 M239路 M266路 M268路 M295路 M309路 351路 357路 M359路 366路 M421路 M466路 中旅东部快线(K528)横岗线 M547路 M563路 M570路,途经路线[20条],横岗志健广场
 深惠3线 深惠3A线 高快巴士15 高峰专线64 M208路 M239路 M266路 M268路 M295路 M309路 351路 358路 M359路 366路 M396路 M421路 M547路 M570路,途经路线[18条],横岗地铁站
 22路 122路 M409路 M430路 B945路,途经路线[5条],荔山工业园
 B901路,途经路线[1条],荔山公园北
 B901路,途经路线[1条],荔山公园
 M409路,途经路线[1条],荔园路临时停靠站
 4路 8路 12路 N17路 80路 202路 M370路 M389路 393路 M555路 B622路,途经路线[11条],荔园小学
 58路 M105路 M106路 高峰专线122 高峰专线150 M182路 337路 M347路 M370路 M463路 M562路,途经路线[11条],荔园大厦
 深惠3线 M172路 M265路 M270路 M283路 B725路,途经路线[6条],良安田村委
 M270路 M385路 M407路,途经路线[3条],良安田
 M574路,途经路线[1条],良安田市场
 M255路 M542路,途经路线[2条],联鸿达光电
 M238路,途经路线[1条],联防队
 M351路 779路,途经路线[2条],联能工业区
 深惠3海滨支线,途经路线[1条],联碳工业园
 B962路,途经路线[1条],联想
 M225路 M285路 B766路,途经路线[3条],联泰厂
 M320路 M569路,途经路线[2条],联基工业区
 高峰专线163 M337路 M462路 M532路 B965路,途经路线[5条],联大工业园
 M431路,途经路线[1条],联和市场
 深惠3A线 M278路 M466路 811路 B856路,途经路线[5条],联城广场
 M315路 M452路,途经路线[2条],联合工业区
 旅游5号线 大鹏假日专线5 E13路 高峰专线21 E25路 NE26路 E26路 26路 52路 高峰专线58 73路 M172路 M182路 229路 235路 313路 316路 337路 338路 357路 362路 369路 M433路 M463路 M511路 M519路 M520路 M559路,途经路线[28条],联合广场
 M245路 M247路,途经路线[2条],联升百货
 M325路,途经路线[1条],老輋村委
 E17路 高峰专线124 M192路 M224路 M273路 M300路 M301路 M311路 322路 M324路 M329路 M363路 398路 M402路 M403路 M404路 M491路 M508路 M509路 M565路 B810路 977路,途经路线[22条],联创科技园
 旅游9号线 高快巴士21 高峰专线26 M194路 M259路 338路 M393路 M433路 M473路 M527路 M528路 M530路 615路 B887路,途经路线[14条],联升购物广场
 M308路 M452路,途经路线[2条],老大坑
 1号线(罗宝线) 3号线(龙岗线),途经路线[2条],老街
 M327路 M427路 978路,途经路线[3条],老坑幼儿园
 939路 B951路,途经路线[2条],老屋村
 M371路,途经路线[1条],老办公楼
 深惠2线 深惠3线 E33路 M327路 M361路 366路 M434路,途经路线[7条],老坑工业区
 N22路 M180路 M211路 M214路 324路 M449路 M534路 B645路 B920路,途经路线[9条],老围工业区
 M304路 M306路 M569路,途经路线[3条],老围新村
 高峰专线1 103路 215路 362路 377路 B685路 B798路,途经路线[7条],沙嘴
 26路 M559路 B689路 B798路,途经路线[4条],沙嘴路口
 E7路 高快巴士34 M193路 M225路 324路 334路 339路 M353路 M365路 M372路 M391路 M398路 621路 B730路 B917路,途经路线[15条],沙吓
 高快巴士34 324路 334路 339路 M365路 M372路 M391路 M398路 M537路 621路,途经路线[10条],沙元埔
 M253路 B776路,途经路线[2条],沙井金沙市场
 B789路,途经路线[1条],沙井防保所
 M137路 M253路 M397路 615路,途经路线[4条],沙井马安山
 M341路 M387路 M442路 781路 B981路,途经路线[5条],沙井高速路口
 779路,途经路线[1条],沙井违建执法队
 M333路 639路 652路 656路 780路,途经路线[5条],沙井赛格
 M253路 M331路 M341路 M397路 B789路,途经路线[5条],沙井西部义乌
 E14路 高峰专线178 M292路 M341路 M397路 M413路 M415路 650路 653路 779路 781路 B895路 B931路,途经路线[13条],沙井街道办
 780路,途经路线[1条],沙井民营党工委
 B776路,途经路线[1条],沙井油站
 M284路 M341路 M351路 M536路 653路 B944路,途经路线[6条],沙井珠宝交易中心
 旅游10号线 E13路 E35路 M242路 M292路 331路 M332路 337路 362路 M413路 M436路 M531路 M548路 615路 629路 650路,途经路线[16条],沙井电子城
 652路,途经路线[1条],沙井新城市广场
 M253路 M292路 615路 650路 780路 781路 B943路,途经路线[7条],沙井市民广场南
 639路,途经路线[1条],沙井晟龙厂
 652路 779路,途经路线[2条],沙井新和
 B942路 B943路,途经路线[2条],沙井市民中心场站
 M237路 M254路 M291路 M292路 M333路 650路 B774路 780路 781路,途经路线[9条],沙井市民广场
 M291路 M292路 B774路 781路,途经路线[4条],沙井宝安书城(1)
 M291路 M292路 B774路 781路 B942路,途经路线[5条],沙井宝安书城
 M292路 M333路 B942路,途经路线[3条],沙井国税
 B774路,途经路线[1条],沙井向兴路口
 M331路 M341路 781路 B789路,途经路线[4条],沙井同心广场
 B720路 B899路,途经路线[2条],西田大桥南
 B899路,途经路线[1条],西田公园正门
 M536路 639路 652路 656路 B932路,途经路线[5条],沙井卫生监督所
 B789路,途经路线[1条],沙井北环路口
 高峰专线159 M333路 M536路 639路 652路 656路 B776路 780路 B931路 B932路 B936路 B937路 B942路,途经路线[13条],沙井地铁站
 M331路 M341路 B789路,途经路线[3条],西环电子中心
 337路 639路,途经路线[2条],西环码头
 M522路 M558路 B887路,途经路线[3条],西湾公园南
 M522路 M558路 B887路,途经路线[3条],西湾公园
 930路,途经路线[1条],西湖工业区
 M522路 M558路 B887路,途经路线[3条],西湾公园二期
 M216路 B899路,途经路线[2条],西田公园
 高快巴士9 N10路 18路 62路 63路 80路 M183路 225路 321路 336路 366路 377路 381路 M555路,途经路线[14条],西湖宾馆
 M253路 650路,途经路线[2条],西沙蚝乡路口
 M484路 M550路 M558路 B826路,途经路线[4条],西岸花园西
 N15路 27路 57路 69路 85路 308路 333路 336路 M348路 363路 M364路 381路 M437路,途经路线[13条],西岭下
 高峰专线26 M131路 M197路 M200路 M210路 M376路 M496路 M507路 B828路 B975路,途经路线[10条],西岸花园
 大鹏假日接驳专线2号 M232路,途经路线[2条],西涌二号浴场
 N14路 103路 111路 113路 M133路 M182路 202路 205路 214路 220路 387路 M468路 M555路 B621路,途经路线[14条],西岭下(2)
 高快巴士29 M137路 M242路 M245路 M247路 M249路 331路 337路 M358路 362路 M371路 M378路 M413路 M435路 M470路 M526路 629路,途经路线[17条],西成工业区
 M232路,途经路线[1条],西涌沙岗村
 769路,途经路线[1条],西山路口
 68路 85路 205路 M314路 M348路 358路 387路 B843路 B961路,途经路线[9条],西山吓
 小梅沙假日专线1 M180路 358路 M396路 930路,途经路线[5条],西坑路口
 高峰专线92 M264路 M301路 M341路 M415路 M420路 M462路 B692路,途经路线[8条],西头居委会
 M564路 B762路,途经路线[2条],西安国林绿化
 高峰专线8 高峰专线26 E36路 高峰专线72 高峰专线122 M131路 M194路 M197路 M200路 M210路 338路 M358路 M385路 M400路 M473路 M484路 M507路 M527路,途经路线[18条],西城上筑
 B855路,途经路线[1条],西宿舍区学生公寓
 M212路 M340路 M354路 B915路,途经路线[4条],西头东苑
 M322路 B678路,途经路线[2条],宝龙街道办
 14路 23路 29路 62路 M112路 214路 377路 M383路,途经路线[8条],巴丁街
 N9路 E28路 高快巴士28 38路 60路 107路 M123路 236路 M262路 M390路 398路 K578路,途经路线[12条],市民中心
 64路,途经路线[1条],山湖居总站
 303路 308路 381路,途经路线[3条],布吉三联总站
 3号线(龙岗线) 5号线(环中线),途经路线[2条],布吉
 高快巴士6 高峰专线163 M226路 M424路 M532路 M544路,途经路线[6条],富民广场
 深惠2线 深惠3A线 E34路 M277路 M278路 M279路 M296路 M357路 M361路 365路 366路 M368路 M434路 M447路 M546路 802路 B811路 818路 B883路 B952路 978路,途经路线[21条],宝龙路口
 M220路,途经路线[1条],宝龙大道
 M434路 M452路,途经路线[2条],宝龙总站
 高峰专线136 M458路,途经路线[2条],宝龙外国语学校
 M131路 M182路 M469路 M496路 M518路 606路,途经路线[6条],宝龙小学
 M315路 B678路 B870路 963路 964路,途经路线[5条],宝龙南总站
 M278路 M308路,途经路线[2条],宝龙南同总站
 N28路 M220路 M304路 M306路 M308路 B670路,途经路线[6条],宝龙比亚迪
 M220路 M317路 M322路 M458路 B670路,途经路线[5条],宝龙派出所
 M308路 M317路 M431路,途经路线[3条],宝龙交警中队
 高峰专线136 M303路 M304路 M306路 M322路 M357路 M394路 M458路 M466路 B856路,途经路线[10条],宝龙加油站
 M154路 M194路 M203路 M395路 M511路,途经路线[5条],宝鼎威货运
 M304路 M316路 M357路 M458路,途经路线[4条],宝荷物流中心
 N28路 高峰专线136 M303路 M304路 M306路 M322路 M357路 M394路 M458路 M466路,途经路线[10条],宝荷沙荷路口
 M472路 790路 B939路,途经路线[3条],宝路工业区
 M275路 811路,途经路线[2条],宝迪化工厂
 M220路 M322路 M357路 M458路 B670路,途经路线[5条],宝龙一路路口
 N28路 M303路 M304路 M316路 M357路 M458路,途经路线[6条],宝荷农贸市场
 M202路 M212路 M228路 M339路 M517路 M525路 M538路,途经路线[7条],宝能科技园北
 高峰专线86,途经路线[1条],宝能科技园
 B817路,途经路线[1条],宝能太古城
 B711路,途经路线[1条],宝祥工业园
 假日专线7号线 M219路 M276路 M386路 M501路,途经路线[5条],宝能城市广场
 高峰专线107 M206路 M378路 M379路 M560路,途经路线[5条],宝石路口
 高峰专线79 M192路 M224路 M227路 M273路 M300路 M301路 M311路 322路 M324路 M329路 M346路 M363路 398路 M403路 M404路 M491路 M509路 M565路 977路 980路,途经路线[21条],宝福珠宝园
 M378路 M379路,途经路线[2条],宝石科技园
 M210路 M349路 M350路 395路 727路 B864路,途经路线[6条],宝田二路路口
 M512路 M513路 656路 B980路,途经路线[4条],宝溪综合市场
 43路 49路 67路 高峰专线69 201路 326路 M488路,途经路线[7条],宝珠花园
 E14路 M193路 M215路 M218路 M234路 M238路 M284路 M337路 M410路 M411路 M415路 M436路 M455路 629路 B659路 B868路 B972路,途经路线[17条],宝田医院
 高快巴士6 旅游9号线 M226路 M337路 M424路 M449路 M525路 M544路,途经路线[8条],宝源科技
 M219路 M308路 B671路 978路,途经路线[4条],金田百货
 E18路 高快巴士31 M193路 M233路 M243路 M257路 M262路 M310路 316路 332路 M341路 M378路 M379路 M395路 M415路 M442路 M548路 759路 789路 791路 866路 882路 B935路,途经路线[23条],宝燃油站
 B856路,途经路线[1条],金源第三小区
 M294路 M422路 941路,途经路线[3条],金牛创景路口
 M240路,途经路线[1条],金湾西乡大道口
 M522路 M558路 B887路,途经路线[3条],金湾西乡大道路口
 M326路 M434路,途经路线[2条],金田学校
 46路 69路,途经路线[2条],金湖路东
 46路 69路 B614路,途经路线[3条],金湖花园
 高快巴士6 旅游9号线 M226路 M286路 M337路 M424路 M449路 M525路 M544路,途经路线[9条],金湖湾园区
 N2路 83路,途经路线[2条],金洲路口
 B614路,途经路线[1条],金湖大厦
 N2路 83路 高峰专线98,途经路线[3条],金洲花园
 45路 369路 M391路 M487路 M561路,途经路线[5条],金海燕花园
 69路,途经路线[1条],金湖山庄
 M380路 M469路 M470路 M473路 B631路,途经路线[5条],金港华庭
 N10路 63路 103路 215路 362路 M454路 B820路,途经路线[7条],金海湾花园
 E8路 E27路 高快巴士39 M139路 M221路 M233路 312路 321路 333路 M374路 M379路 M448路 M461路 M481路 M505路 新西湖快线(K545)坂田线 M568路 B903路 B923路 982路,途经路线[20条],金洲嘉丽园
 B752路,途经路线[1条],金沙湾
 深惠3A线 深惠3海滨支线 M295路 M427路 M571路,途经路线[5条],金沙路南
 935路,途经路线[1条],金沙社区
 旅游5号线,途经路线[1条],金沙湾度假村
 深惠3A线 深惠3海滨支线 M295路 M427路 M571路,途经路线[5条],金沙文化广场
 M457路,途经路线[1条],金沙湾旅游区
 深惠1线 深惠2线 E21路 E33路 E34路 M361路,途经路线[6条],金沙市场
 9路 58路 61路 M105路 M123路 381路 M402路 M463路 M509路 822路 937路,途经路线[11条],金沙花园
 深惠3海滨支线,途经路线[1条],金沙工业三路
 E33路 E35路 M310路 615路 B789路 866路 B944路,途经路线[7条],金沙名都
 M253路 B937路,途经路线[2条],金桥工业区
 M275路 B673路 B738路 811路,途经路线[4条],金水桥工业区
 M236路 M252路 M472路 B711路 B835路,途经路线[5条],福海工业区
 N9路 高快巴士26 52路 60路 62路 M476路 B618路 B820路,途经路线[8条],福源花园
 M515路,途经路线[1条],福海路口
 N9路 52路 60路 62路 M476路 B618路 B820路,途经路线[7条],福源花园二期
 M291路 M514路,途经路线[2条],福海
 M236路 M252路 M419路 M472路 B767路 B835路 B838路 B898路,途经路线[8条],福永街道办
 M334路 M419路 B767路,途经路线[3条],福永翠岗二区
 M236路 M252路 M419路 M472路 B711路 B767路 B835路,途经路线[7条],福永消防中队
 M254路 M419路 M515路 B838路,途经路线[4条],福永水厂
 M137路 M237路 M291路 M331路 338路 M351路 M387路 M395路 M433路 M472路 M530路 615路 727路 B929路,途经路线[14条],福永海鲜市场
 E13路 E16路 高快巴士29 M242路 M251路 M252路 331路 M332路 M335路 337路 362路 NM387路 M413路 M435路 M531路 629路 866路,途经路线[17条],福永汽车站
 E35路 M137路 M236路 M251路 M252路 M310路 M334路 M433路 M472路 M514路 M530路 M548路 615路 B711路 727路 B875路,途经路线[16条],福永桥底
 B898路,途经路线[1条],福永新村
 M514路 M548路 B892路,途经路线[3条],福永桥头综合场站
 M236路 M237路 B835路,途经路线[3条],福永扣车场
 M536路,途经路线[1条],福永成霖厂
 M515路 B838路,途经路线[2条],福永市场
 M251路,途经路线[1条],福永家私街总站
 M515路 B838路 B898路,途经路线[3条],福永小学
 M236路 M252路 M419路 M548路 B711路 B767路 B835路,途经路线[7条],福永康之宝
 M291路 M387路 M514路,途经路线[3条],福永塘尾
 E33路 E35路 M310路 866路,途经路线[4条],福永塘尾社区总站
 M242路 331路 M332路 M335路 337路 362路 M413路 M435路 629路 866路,途经路线[10条],福永家私街
 357路 M421路 932路,途经路线[3条],大康路口
 1号线(罗宝线),途经路线[1条],大新
 M515路 B875路 B876路,途经路线[3条],福永卫生监督所公交总站
 B767路 B827路 B875路 B905路,途经路线[4条],福永国
 E35路 M251路 M291路 M310路 338路 M351路 M387路 M472路 M514路 M515路 639路 866路 B898路 B929路,途经路线[14条],福永地铁站
 907路 932路,途经路线[2条],大康市场
 M421路 907路,途经路线[2条],大康村委
 M386路,途经路线[1条],大康福田村
 旅游6号线,途经路线[1条],大峡谷宿舍
 M510路,途经路线[1条],大布巷社
 龙华有轨电车1线 B651路,途经路线[2条],大布头
 M575路,途经路线[1条],大工业区二号路
 M291路 M333路 337路 M442路 B932路,途经路线[5条],大庙路口
 旅游6号线,途经路线[1条],大峡谷
 M270路,途经路线[1条],大山路口
 M264路 M462路 B831路,途经路线[3条],大岭社区
