lines,line_num,name
 大鹏假日专线10 M327路 M384路 M439路 M443路 M571路 B761路 B850路 B884路 B950路 B951路,途经路线[11条],坪山外国语学校
 深惠1线 M293路 M297路 M384路 M396路 B675路 B761路 978路,途经路线[8条],坪山妇幼
 M479路 M575路 964路,途经路线[3条],坪山墓园
 大鹏假日专线1 深惠3线 高快巴士15 E20路 高峰专线64 M220路 M294路 M295路 M325路 330D线 M439路 M447路 M480路 M546路 B678路 833路 B870路 935路 941路 330D线,途经路线[20条],坪山城市候机楼
 大鹏假日专线1 深惠3海滨支线 M293路 M296路 M422路 M439路 M497路 M571路 833路 941路,途经路线[10条],坪山图书馆
 M575路,途经路线[1条],坪山公安分局(2)
 深惠2线 深惠3线 深惠3A线 旅游10号线 高快巴士15 E20路 M277路 M278路 M296路 M297路 M326路 M361路 366路 M434路 M443路 M546路 M564路 802路 B825路 B850路 939路 941路 963路 964路 978路,途经路线[25条],坪山围
 大鹏假日专线1 深惠3海滨支线 M293路 M295路 M296路 M422路 M439路 M497路 833路 941路,途经路线[10条],坪山公安分局
 深惠2线 深惠3A线 深惠3线 高快巴士15 E33路 E34路 高峰专线64 M297路 M361路 366路 M422路 M434路 M443路 M478路 M479路 B851路 978路,途经路线[17条],坪山区委区政府
 大鹏假日专线7 大鹏假日专线10 旅游10号线 M279路 M357路 365路 M368路 M426路 M546路 B762路 818路 B825路 B850路 B851路 939路 B952路,途经路线[16条],坪山公园
 B825路,途经路线[1条],坪山公交总站
 M326路,途经路线[1条],坪山体育馆(2)
 M326路 M368路 B760路 B825路 B952路,途经路线[5条],坪山体育馆
 M279路 M357路 365路 M426路 M479路 M546路 M564路 M575路 M576路 B760路 B762路 818路 939路 964路,途经路线[14条],坪山人民医院
 M279路 M357路 365路 M368路 M426路 B762路 818路 939路 B952路,途经路线[9条],坪山中心小学
 B886路,途经路线[1条],坪山中山小学东
 深惠3A线 E34路 M277路 M278路 M279路 M296路 M359路 M361路 365路 366路 M447路 M497路 M546路 B670路 802路 818路,途经路线[16条],坪山交通运输局
 M279路 M294路 M357路 365路 M426路 M564路 M576路 B762路 818路 939路 B951路,途经路线[11条],坪山二小
 B952路,途经路线[1条],坪山中山小学
 深惠3线 E33路 M327路 M361路 366路 M434路 M478路 B885路 B953路,途经路线[9条],坪山中医院
 M279路 M357路 365路 M426路 M546路 M564路 M575路 M576路 B760路 B762路 818路 915路 939路 964路,途经路线[14条],坪山中学
 M139路 高峰专线160 高峰专线161 M219路 M239路 M279路 M280路 M432路 B671路 B673路 B738路 B740路 811路 862路 978路,途经路线[15条],坪地街道办
 M219路 M280路 B673路 B739路 B740路,途经路线[5条],坪地牛眠岭总站
 B673路,途经路线[1条],坪地第一小学
 N6路 85路 222路 M402路 822路 937路,途经路线[6条],粤宝红岗路口
 M411路 B660路 B960路,途经路线[3条],秋园雅苑
 M515路 B892路,途经路线[2条],福海街道办
 B684路,途经路线[1条],琼宇路
 M236路 M237路 M252路 639路 B711路 B835路,途经路线[6条],福海天桥
 高峰专线94 M202路 M391路 B603路,途经路线[4条],清龙有轨电车站
 M225路 B917路,途经路线[2条],潜龙学校
 龙华有轨电车1线 龙华有轨电车2线,途经路线[2条],清龙
 37路 122路 332路,途经路线[3条],潜龙湾
 高峰专线12 高峰专线14 高峰专线92 M115路 M201路 M202路 M222路 M223路 M300路 M401路 M567路,途经路线[11条],潜龙花园
 E32路 M264路,途经路线[2条],清湖路口
 高峰专线71,途经路线[1条],清湖总站
 NE31路 E32路 高峰专线86 高峰专线94 M112路 M202路 M212路 M282路 M339路 M372路 M401路 M477路 M504路 M517路 M538路 B603路 624路,途经路线[17条],清湖老村
 龙华有轨电车1线 龙华有轨电车2线,途经路线[2条],清湖学校
 E36路 M112路 M282路 M372路 M477路 M538路 624路 B916路,途经路线[8条],清湖小学
 深莞1线 高峰专线80 M212路 M264路 M287路 M302路 M450路 M464路 M504路 M517路 B916路,途经路线[11条],清湖和平路口
 深莞1线 深莞2线 高峰专线80 高峰专线86 高峰专线149 M212路 M264路 M287路 M302路 M337路 M338路 M339路 M401路 M450路 M464路 M504路 M510路 M517路 B603路 B916路 B922路,途经路线[21条],清湖地铁站
 旅游9号线 旅游10号线 高峰专线14 E34路 E36路 M152路 M222路 M225路 M243路 M263路 M269路 M282路 312路 332路 M338路 M354路 M361路 M372路 M392路 M408路 M424路 M477路 M538路 M543路 624路 882路,途经路线[26条],清湖市场
 龙华有轨电车1线 龙华有轨电车2线 4号线(龙华线),途经路线[3条],清湖
 E1路 高峰专线94 M112路 M221路 M401路,途经路线[5条],清湖产业园总站
 46路 57路 79路 M389路,途经路线[4条],清水河总站
 M339路,途经路线[1条],清宁路中
 N6路 8路 9路 58路 61路 85路 M105路 M123路 222路 381路 385路 M463路 M509路,途经路线[13条],清水河仓库
 高峰专线86 B603路,途经路线[2条],清吉路
 M169路 M369路 B736路,途经路线[3条],清华园区
 N6路 8路 9路 N16路 N25路 46路 57路 58路 61路 79路 85路 M105路 M123路 222路 381路 385路 M389路 M463路 M509路 B840路,途经路线[20条],清水河
 高峰专线161 M319路 M502路 B723路,途经路线[4条],清林小学
 M481路,途经路线[1条],清丽路总站
 高峰专线11 高快巴士34 49路 高峰专线92 高峰专线120 M240路 M249路 316路 325路 M364路 M526路,途经路线[11条],清华信息港
 B921路,途经路线[1条],求知一路
 M505路 B879路,途经路线[2条],泉新源工业区
 B921路,途经路线[1条],求知三路
 M210路 M245路 M380路 395路 603路 605路 606路,途经路线[7条],沁园公园
 M305路,途经路线[1条],桥背村
 高峰专线171 B916路,途经路线[2条],深圳二外天桥
 B876路,途经路线[1条],桥头小学
 769路,途经路线[1条],泉宝工业园
 M468路 M555路 B621路,途经路线[3条],晴山月
 B929路,途经路线[1条],星航华府总站
 深莞2线 高峰专线94 M202路 M391路,途经路线[4条],景龙建设东路天桥
 M291路 M310路 M387路 M514路,途经路线[4条],桥南
 11号线(机场线) M291路 M387路 M514路,途经路线[4条],桥头
 E35路 M291路 M310路 M387路 M514路 866路 B892路,途经路线[7条],桥头地铁站
 高峰专线89,途经路线[1条],旗峰科技园
 M341路,途经路线[1条],敬邦公司
 909B线,途经路线[1条],梅沙路口
 B912路,途经路线[1条],梅秀路口
 龙华有轨电车1线 龙华有轨电车2线,途经路线[2条],梅龙北
 M525路 M538路 M543路 M545路,途经路线[4条],梅观雪岗桥底
 45路 201路 M204路 M312路 334路 M460路 B821路,途经路线[7条],梅林阁
 小梅沙假日专线1 大梅沙假日专线1 小梅沙假日专线2 大梅沙假日专线2 大梅沙假日专线3 E12路 高峰专线58 M180路 M191路 308路 M396路 M437路 M465路 M526路,途经路线[14条],梅沙医院
 小梅沙假日专线1 小梅沙假日专线2 N21路 高峰专线58 103路 M180路 M191路 M362路 387路 M396路 M438路,途经路线[11条],梅沙街道办
 高峰专线169 M301路 M365路 M395路 M398路 M415路 M567路,途经路线[7条],梅花山庄
 B821路,途经路线[1条],梅林坳驿站
 B821路,途经路线[1条],梅林公园
 111路 M207路 M499路,途经路线[3条],梅林一村总站
 N6路 N12路 102路 216路 218路 222路 328路 B912路,途经路线[8条],梅林街道办
 N6路 N9路 44路 60路 67路 M207路 222路 M312路 324路,途经路线[9条],梅林三村东
 N6路 102路 218路 222路,途经路线[4条],梅林中学
 N6路 N9路 44路 45路 60路 67路 201路 M204路 M207路 222路 M312路 324路 334路 M460路,途经路线[14条],梅林三村
 N6路 N9路 N12路 44路 45路 60路 67路 201路 M204路 M207路 216路 222路 M312路 324路 334路 M460路 B912路,途经路线[17条],梅林二村
 B821路,途经路线[1条],梅坳五路
 9号线(梅林线),途经路线[1条],梅村
 9号线(梅林线),途经路线[1条],梅景
 N9路 N12路 44路 45路 60路 67路 201路 M204路 M207路 216路 M312路 324路 334路 M460路 B912路,途经路线[15条],梅林一村
 M192路 M204路 218路 M390路 M441路 B613路,途经路线[6条],梅山苑
 N6路 N12路 44路 67路 201路 M204路 M207路 216路 222路 M312路 324路 334路 M460路 B912路,途经路线[14条],梅林一村(1)
 M441路,途经路线[1条],梅山中学
 57路 69路 M109路 322路 333路,途经路线[5条],梅园路
 B741路,途经路线[1条],木棉湾小学
 M272路,途经路线[1条],木棉湾总站
 M272路,途经路线[1条],木棉市场
 67路 M207路 B912路,途经路线[3条],梅华路东
 B821路 B912路,途经路线[2条],梅东五路
 3号线(龙岗线),途经路线[1条],木棉湾
 深惠3A线 8路 高峰专线17 高峰专线32 高峰专线169 M183路 M192路 M194路 M244路 M283路 M295路 321路 322路 323路 357路 M358路 371路 376路 M404路 M406路 M408路 M476路 M511路,途经路线[23条],木棉湾地铁站
 梧桐山假日专线2 深惠3A线 大鹏假日专线11 高峰专线19 高快巴士20 高快巴士26 高峰专线73 高峰专线124 M139路 M172路 M203路 M224路 M233路 M239路 M265路 M268路 M271路 M273路 M281路 M295路 306路 M310路 M329路 366路 373路 M379路 398路 M421路 M485路 新西湖快线(K545)坂田线 M565路 822路 836路 977路,途经路线[34条],木棉湾地铁站(1)
 M115路 M537路 M538路 612路 B715路,途经路线[5条],曼海宁花园北
 612路,途经路线[1条],曼海宁花园
 M182路 337路 366路 369路 M463路 M511路,途经路线[6条],上步南天桥(2)
 N2路 13路 N15路 57路 83路 218路 M348路 M555路,途经路线[8条],木头龙
 N10路 29路 38路 52路 63路 73路 229路 M559路,途经路线[8条],上步南天桥(1)
 N10路 38路 63路 73路 229路 337路 366路 M463路 M559路,途经路线[9条],上步南天桥
 N10路 E26路 NE26路 38路 52路 63路 73路 229路 M559路,途经路线[9条],上步中学
 旅游5号线 高峰专线58 M172路 M182路 337路 369路 M463路 M511路 M520路,途经路线[9条],上步中学(2)
 E38路 336路 M420路 M505路 B879路,途经路线[5条],上横朗市场
 N6路 N17路 M152路 218路 222路,途经路线[5条],上林苑
 E14路 E18路 高峰专线169 高峰专线170 M193路 M233路 M262路 882路,途经路线[8条],上横朗
 B821路,途经路线[1条],上梅林地铁站
 M368路 M439路 M458路 M546路 M564路 B760路,途经路线[6条],上榨居民小组
 N6路 N9路 N12路 44路 60路 67路 102路 M207路 216路 218路 222路 M312路 324路 328路 B912路,途经路线[15条],上梅林市场
 44路 M312路 B821路,途经路线[3条],上梅林公交总站
 4号线(龙华线) 9号线(梅林线) N6路 N9路 N12路 44路 60路 67路 102路 M207路 216路 218路 222路 M312路 324路 328路 B912路,途经路线[17条],上梅林
 M216路 B718路 B899路,途经路线[3条],上村莲塘工业区
 B720路,途经路线[1条],上村莲塘
 B720路 B899路,途经路线[2条],上村元山
 M227路 977路,途经路线[2条],上李朗体育中心
 723路 B784路,途经路线[2条],上村大桥
 高峰专线79 M224路 M227路 M273路 M324路 M346路 M363路 M491路 M509路 M565路 977路 980路,途经路线[12条],上李朗第二工业区
 M227路 977路,途经路线[2条],上李朗村
 M508路,途经路线[1条],上李朗科技园
 767路,途经路线[1条],上排路口
 B715路,途经路线[1条],上早新村
 高快巴士95 M300路 M311路 322路 398路 M573路 881路 882路 977路 979路,途经路线[10条],上木古村
 M412路,途经路线[1条],上木古村委
 高峰专线144 316路 M551路 B934路 B935路,途经路线[5条],上排村口
 E14路 高峰专线178 M237路 M253路 M284路 M341路 M387路 M413路 M415路 652路 653路 780路 781路 B937路 B942路,途经路线[15条],上星村委
 M237路 M341路 M387路 652路 653路 B937路 B942路,途经路线[7条],上星中心公园
 N27路 M137路 M191路 M241路 M242路 M247路 M249路 323路 331路 337路 M355路 362路 M378路 M395路 M413路 M435路 M526路,途经路线[17条],上川路口
 B922路,途经路线[1条],上岭排新村
 M242路 331路 M332路 337路 362路 M413路 M436路 M548路 615路 629路 650路,途经路线[11条],上寮
 旅游10号线 E35路 M242路 M292路 331路 M332路 337路 362路 M413路 M436路 M531路 M548路 615路 629路 650路,途经路线[15条],上寮市场
 767路,途经路线[1条],上屋社区
 767路,途经路线[1条],上屋小学
 高峰专线92 M537路 M538路 B692路 B879路,途经路线[5条],上塘派出所
 M340路,途经路线[1条],上塘派出所南
 M262路 M269路 M310路 312路 336路 M372路,途经路线[6条],上塘路口
 B915路,途经路线[1条],上塘村委
 M431路 929路,途经路线[2条],向银路口
 9号线(梅林线),途经路线[1条],向西村
 M227路 M463路 937路,途经路线[3条],吓公岭
 122路 高峰专线150 234路 M372路 M388路,途经路线[5条],向南村
 M304路,途经路线[1条],吓井社区
 74路,途经路线[1条],向南路
 E14路 高峰专线92 M193路 M264路 M301路 M341路 M395路 M415路 M420路 M462路 B692路,途经路线[11条],上塘村口
 M492路,途经路线[1条],前海合作区总站
 高峰专线150 M347路 M370路,途经路线[3条],向南东村
 398路,途经路线[1条],华南城西门(临时站)
 615路 639路 653路 B944路,途经路线[4条],兴英科技园
 M258路 M545路,途经路线[2条],冼屋村
 高峰专线171 M225路 M285路 M449路 M544路,途经路线[5条],勋力公司
 M230路 929路,途经路线[2条],向前村
 M317路,途经路线[1条],南景南约新村
 639路,途经路线[1条],兴英科技东
 M253路 B776路,途经路线[2条],兴英科技北
 B875路,途经路线[1条],兴围村委
 M258路 M288路 M339路 M354路 M359路,途经路线[5条],兴发路口
 M350路 M470路 718路 B826路 B973路,途经路线[5条],兴华路口中
 B905路,途经路线[1条],兴华路口
 M180路,途经路线[1条],兴强生态科技
 338路 M416路 M419路 M433路 M530路 615路 B804路 B827路 B875路,途经路线[9条],兴围
 M558路,途经路线[1条],兴业路口
 B978路,途经路线[1条],信隆实业
 M227路 B810路 937路 980路,途经路线[4条],兆驰科技园
 M278路 M308路 M434路 964路,途经路线[4条],兄弟厂
 5号线(环中线),途经路线[1条],兴东
 3路 N3路 N4路 113路 M133路 M191路 M192路 202路 203路 M383路,途经路线[10条],兴华宾馆东
 高快巴士33 高峰专线107 M131路 M182路 M197路 M206路 M376路 M377路 M378路 M379路 M385路 M393路 M395路 M560路 605路 613路 B829路 866路,途经路线[18条],兴东地铁站
 4路 N17路 高快巴士20 23路 75路 104路 M106路 202路 204路 215路 223路 M370路 B622路,途经路线[13条],兴华宾馆西
 M276路 M305路,途经路线[2条],众乐园
 M494路 M542路 B940路,途经路线[3条],众和花园
 M331路 781路,途经路线[2条],信维通信
 M202路 M212路 M289路,途经路线[3条],信盈科技
 深惠1线,途经路线[1条],住电
 M514路 B837路,途经路线[2条],信邦实业
 M172路 202路 303路 322路 M370路 M389路 M390路 M441路 M454路 M499路 M519路 B689路 B957路,途经路线[13条],众孚小学
 9路 高峰专线58 71路 M137路 M221路 235路 B709路,途经路线[7条],信息枢纽
 B825路,途经路线[1条],中集宿舍
 M251路,途经路线[1条],仲汉电子厂
 M515路,途经路线[1条],众乐
 M210路 M250路 M335路 M355路 395路 M470路 M558路 603路 707路 790路 B913路,途经路线[11条],九围村
 M266路 M305路,途经路线[2条],主力学校
 M575路,途经路线[1条],主力厂宿舍
 M368路 B760路,途经路线[2条],中集集团
 B825路,途经路线[1条],中集北二门
 M375路 M483路 M484路 M558路 B826路,途经路线[5条],中英公学西
 N17路 M193路,途经路线[2条],中航地产
 高峰专线3 高峰专线14 E28路 34路 67路 高峰专线71 75路 102路 M115路 高峰专线123 M204路 M221路 M223路 M262路 313路 333路 339路 M347路 M374路 M383路 391路 M459路 M488路 M521路,途经路线[24条],中级法院
 M326路 M447路 M458路 935路,途经路线[4条],中集公司
 B631路,途经路线[1条],中英公学
 E31路 高峰专线92 M264路 M354路 M534路 M543路,途经路线[6条],中航格澜郡
 M242路 M541路 629路 B980路,途经路线[4条],中闽花园
 68路 B924路 B961路,途经路线[3条],中英街关前站
 深惠1线,途经路线[1条],中海酒店
 高峰专线177,途经路线[1条],中粮云景
 M494路 M541路 B867路 B933路,途经路线[4条],中海西岸华府
 61路,途经路线[1条],中粮大厦
 43路 高峰专线150 M223路 612路 B831路,途经路线[5条],中海锦城花园公交总站
 43路 74路 81路 122路 M169路 M459路,途经路线[6条],中科院研究院
 高峰专线10 高峰专线104 M345路 M388路 M530路 B683路 B684路,途经路线[7条],中科大厦
 M224路 M273路 M324路 M346路 M491路 977路 980路,途经路线[7条],中盛科技园
 M208路 906路,途经路线[2条],中海怡美山庄
 高峰专线160 M230路 M276路 M315路 M320路 M322路 M367路 M569路 862路,途经路线[9条],中海康城国际
 M276路,途经路线[1条],中海康城国际南
 66路 101路 M182路 M197路 226路 M459路 M492路 B736路 B796路 B797路,途经路线[10条],九祥岭
 E2路 E32路 M244路 M281路 M300路 M309路 M363路 M547路,途经路线[8条],中海怡翠(2)
 E8路 高快巴士34 高峰专线37 高快巴士39 M221路 M281路 M282路 313路 317路 321路 328路 334路 339路 M346路 M383路 M481路 M567路 M568路 B792路 B923路,途经路线[20条],中海日辉台
 E5路 假日专线7号线 M230路 M276路 M315路 M317路 M320路 M322路 M367路 M569路,途经路线[10条],中海康城国际东
 E2路 大鹏假日专线11 E17路 E32路 M180路 M244路 M281路 M300路 M301路 M309路 321路 M363路 M408路 新西湖快线(K545)坂田线 M547路,途经路线[15条],中海怡翠
 605路,途经路线[1条],九号公馆三期
 605路,途经路线[1条],九号公馆二期
 深惠1线 M317路 M452路 B723路,途经路线[4条],九州家园西
 M210路 M250路 M335路 M355路 395路 M470路 M558路 603路 707路 B913路,途经路线[10条],九围村委
 M230路,途经路线[1条],九九同心工业区
 605路,途经路线[1条],九号公馆一期
 M237路 M291路 782路,途经路线[3条],九八工业区
 M278路 M307路 M308路 B751路,途经路线[4条],九州家园
 高峰专线145 M244路 M257路 M442路 M551路,途经路线[5条],久裕厂
 M529路 B947路,途经路线[2条],东明村委
 M248路 B896路,途经路线[2条],燕川居委会
 5号线(环中线),途经路线[1条],上水径
 M572路 B903路,途经路线[2条],上品小区
 M260路 M332路,途经路线[2条],燕景华庭
 M193路,途经路线[1条],燕川村公交总站
 M541路,途经路线[1条],燕罗公交总站
 B896路,途经路线[1条],燕川小
 M332路 B940路,途经路线[2条],燕川公交场站
 M494路 M542路 B940路,途经路线[3条],燕山学校
 M260路,途经路线[1条],燕川北部工业园
 M272路,途经路线[1条],烟雨春天
 M193路 M332路 B940路,途经路线[3条],燕岭公园
 大鹏假日专线1 深惠3海滨支线 M293路 M295路 M296路 M422路 M439路 M497路 M571路 833路 941路,途经路线[11条],燕子岭公园
 2号线(蛇口线),途经路线[1条],燕南
 N24路 229路 M299路 M467路 M483路 M519路 B964路,途经路线[7条],漾日湾畔
 B957路,途经路线[1条],渔农村
 M569路,途经路线[1条],源盛村东
 B842路,途经路线[1条],渔民村总站
 高快巴士27 M225路 M285路 M337路 B916路,途经路线[5条],溢佳工业园
 B842路,途经路线[1条],渔景大厦
 8路 18路 61路 73路 108路 M239路 321路 M373路 M481路 B842路,途经路线[10条],渔民村
 B875路,途经路线[1条],洋田路口
 M131路 M210路 320路 M377路 M522路 M560路 613路 B631路,途经路线[8条],渔业社区
 M359路 M412路 B878路,途经路线[3条],洋坑路口
 B932路,途经路线[1条],洋下四路总站
 779路,途经路线[1条],洋下四区
 M291路 M513路,途经路线[2条],洋涌工业区
 M522路 M558路 B887路,途经路线[3条],沿江西乡北出口
 22路 81路 M347路 373路 M400路 M453路,途经路线[6条],南园村
 7号线(西丽线),途经路线[1条],农林
 M285路,途经路线[1条],南兴工业区
 14路 23路 62路 M112路 214路 M370路 377路 B622路,途经路线[8条],南园中
 M350路 B973路,途经路线[2条],南医大深圳医院
 M398路 B733路,途经路线[2条],农园路
 深莞1线,途经路线[1条],农业银行站
 71路 M312路,途经路线[2条],农科中心
 高峰专线169 M215路 M218路 325路 M356路 M411路 M532路 B660路 B662路 B949路 B963路,途经路线[11条],农业科技园
 M215路 M218路 M387路 M532路 B965路,途经路线[5条],光明凤凰小学
 M275路 M446路 M501路 M502路 810路,途经路线[5条],五联市场
 1路 N7路 320路 376路,途经路线[4条],五方广场
 M368路 M439路 M458路 B760路 935路,途经路线[5条],倚湖居
 高峰专线136 M220路 M317路 M322路 M357路 M458路 B670路,途经路线[7条],五洲龙
 M275路 810路,途经路线[2条],五联图书馆
 7路 46路 58路 M123路 M194路 M203路 M207路 M224路 373路 398路 M435路 M454路 M460路,途经路线[13条],体育馆西
 M307路 M501路 M502路 810路 923路,途经路线[5条],五联社区
 M568路 B655路,途经路线[2条],五园小学北
 5号线(环中线),途经路线[1条],五和
 M221路 M300路 M568路 M572路 B655路,途经路线[5条],五园小学
 E29路 M342路 M360路 M461路 M488路 M491路 M566路 620路 982路,途经路线[9条],五和路口北
 M567路,途经路线[1条],五和地铁站北
 高峰专线37 317路 M547路 M567路,途经路线[4条],五和中
 高峰专线37 高峰专线71 M263路 M271路 M281路 M282路 313路 317路 M342路 M346路 M374路 M383路 391路 M461路 M488路 M491路 M533路 M547路 M566路 612路,途经路线[20条],五和地铁站
 高峰专线71 M139路 M263路 M271路 M281路 M282路 M298路 313路 328路 M342路 M346路 M383路 391路 M448路 M461路 M488路 M491路 M566路 612路,途经路线[19条],五和路口
 B753路,途经路线[1条],乌冲村
 高峰专线9,途经路线[1条],五区市场
 103路 M465路 M520路 B961路,途经路线[4条],东海岸三期
 M275路 M316路 B738路,途经路线[3条],乌料龙
 103路 M465路 M520路 B961路,途经路线[4条],东海岸运动公园
 B856路,途经路线[1条],五丰
 211路 M445路,途经路线[2条],五中队
 高快巴士31 M356路 M436路 M529路 B959路,途经路线[5条],东长同观路口
 B919路,途经路线[1条],万胜电子厂
 B944路,途经路线[1条],万里小学
 B976路,途经路线[1条],万象新天
 B825路,途经路线[1条],万达杰工业园
 M439路 M576路 B951路,途经路线[3条],万里红
 606路 610路,途经路线[2条],上川村
 M565路,途经路线[1条],万胜商场
 22路 122路 M409路 M430路 B945路,途经路线[5条],万豪月半山
 B741路,途经路线[1条],万科红
 M562路 B607路 B608路,途经路线[3条],凯丽花园
 M293路 M325路 M326路 M426路 M440路 M478路 M497路 B850路 B870路 915路 963路,途经路线[11条],万科金域东郡
 深惠3海滨支线,途经路线[1条],凯旋湾
 高峰专线7 339路,途经路线[2条],华瀚科技总站
 M235路 M350路 M550路 718路 B828路,途经路线[5条],凯旋城
 E18路 高快巴士31 高峰专线104 高峰专线166 高峰专线170 M193路 M233路 M262路 M310路 M341路 M378路 M548路 769路 790路 882路,途经路线[15条],万联商场
 高峰专线49,途经路线[1条],冠铭花园总站
 M495路,途经路线[1条],KK工业园
 M220路 M457路,途经路线[2条],中新小区
 M105路 M123路 M268路 M414路 980路,途经路线[5条],农衣路口
 E33路 E35路 M253路 M284路 M310路 615路 866路,途经路线[7条],兼松合利
 M272路,途经路线[1条],天时印刷厂
 N6路 N12路 67路 102路 201路 216路 218路 222路 328路 334路 M460路 B912路,途经路线[12条],凯丰花园
 M563路,途经路线[1条],天天乐
 凤岗2路,途经路线[1条],天堂围村委
 凤岗2路,途经路线[1条],天堂围工业区
 凤岗2路,途经路线[1条],天堂围老市场
 M258路 M288路 M289路 312路 M338路 M339路 M359路,途经路线[7条],天堂围路口
 E1路 E4路 E6路 N10路 高快巴士16 26路 E37路 44路 63路 高快巴士70 71路 M172路 202路 215路 303路 M433路 M500路 M519路 M521路 M559路 B689路,途经路线[21条],天安数码城
 M180路 M244路 M269路 M271路 M298路 M310路 391路 M408路 M421路 M448路 M547路 B903路,途经路线[12条],天安花园
 凤岗2路,途经路线[1条],天堂围农信
 深莞1线,途经路线[1条],天和百货
 62路 80路 M183路 377路 381路 M555路,途经路线[6条],天地大厦
 N4路 M106路 204路 226路 M371路 M489路 B945路,途经路线[7条],天后宫
 M303路 358路 M367路 M452路 M501路,途经路线[5条],天健花园
 M292路 M331路,途经路线[2条],凯嘉酒店
 高快巴士95 M154路 M172路 M228路 M264路 M269路 M270路 M283路 M302路 M361路 M412路 M573路 M574路 882路 977路 979路,途经路线[16条],天华路口
 M386路,途经路线[1条],天基电器
 B887路,途经路线[1条],塘西第二工业区
 B709路,途经路线[1条],天健世纪花园
 M317路,途经路线[1条],大运新城派出所
 M344路 M353路 M537路 B917路,途经路线[4条],塘水围村
 高峰专线94 高峰专线119 高峰专线120 高峰专线128 高峰专线150 M217路 M343路 M393路 M460路 B818路,途经路线[10条],塘朗山隧道路口
 高峰专线94 高峰专线119 高峰专线120 高峰专线150 M217路 M343路 M393路 M460路 B818路,途经路线[9条],塘朗车辆段北
 43路 74路 81路 122路 高峰专线128 M169路 M369路 M459路 B818路,途经路线[9条],塘朗村口
 13路 104路 223路 229路 308路 M373路 B909路,途经路线[7条],天井湖
 43路 74路 81路 122路 M369路 M459路,途经路线[6条],塘朗小学
 5号线(环中线),途经路线[1条],塘朗
 B971路,途经路线[1条],塘明工业区
 高峰专线94 高峰专线119 高峰专线120 高峰专线150 M217路 M343路 M393路 M460路 B818路,途经路线[9条],塘朗地铁站
 937路,途经路线[1条],塘径路口
 978路,途经路线[1条],坪地派出所
 E15路 E19路 高快巴士30 高快巴士33 高峰专线167 M215路 M218路 K578南山线,途经路线[8条],塘尾羽毛球馆
 M251路 M331路,途经路线[2条],塘尾派出所
 M280路 978路,途经路线[2条],坪地法庭
 E25路 高峰专线160 高峰专线161 M219路 M316路 中旅东部快线(K528)龙岗线 B673路 B740路 811路,途经路线[9条],坪地汽车站
 M139路 M239路 M279路 M432路 B671路 B738路 862路,途经路线[7条],坪地刘屋村
 M139路 M239路 M279路 M308路 M396路 M432路 862路,途经路线[7条],坪地文化宫
 M279路,途经路线[1条],坪地六联总
 M139路 M239路 M279路 M432路 B671路 B738路 862路,途经路线[7条],坪地人民医院
 M308路,途经路线[1条],坪地二办总站
 M219路 M275路 M308路 B671路 B738路 811路 978路,途经路线[7条],坪地中学东
 深惠1线 M139路 M219路 M239路 M279路 M280路 M308路 M396路 M432路 B671路 B739路 811路 862路,途经路线[13条],坪地中学
 M219路 M280路,途经路线[2条],坪东村
 深惠1线 M275路 M396路 B739路 978路,途经路线[5条],坪东小学
 E31路 高快巴士95 M154路 M172路 M228路 M264路 M269路 M270路 M283路 M302路 M361路 M407路 M412路 M573路 M574路 882路 977路 979路,途经路线[18条],南园学校
 深惠1线 M275路 M396路 B739路 978路,途经路线[5条],坪东村委
 M139路 862路,途经路线[2条],发方村总站
 深惠1线 M275路 M396路 B739路 978路,途经路线[5条],坪东路口
 M139路 M219路 M239路 M279路 M280路 M432路 B671路 B673路 B738路 B740路 811路 862路 978路,途经路线[13条],坪东工业区
 E31路 M265路,途经路线[2条],华南城南公交总站
 M412路 M573路 M574路,途经路线[3条],军事管理区
 高峰专线138 M370路,途经路线[2条],强荣东总站
 M428路 822路,途经路线[2条],布吉青青家园
 M429路 B604路 B708路,途经路线[3条],万科云城总站
 M154路 M203路 M311路 B810路,途经路线[4条],康桥花园二期
 M338路 M534路,途经路线[2条],富联新村一区
 M534路 B792路,途经路线[2条],富泉新村南
 深惠3线 E20路 M279路 M297路 M326路 M357路 365路 M368路 M447路 M480路 M564路 B811路 818路 818大站快线 B825路 B850路 939路 941路 B952路 963路,途经路线[20条],六和城
 高峰专线136 M304路 M305路 M431路 M466路 B670路 B856路,途经路线[7条],宝龙清风总站
 M345路 791路 B891路,途经路线[3条],奇利田公司
 M208路,途经路线[1条],大康社区总站
 M293路 941路,途经路线[2条],启隆路口
 M440路,途经路线[1条],启六路口
 M440路,途经路线[1条],启六荔景路口
 M253路 M292路,途经路线[2条],启航步行街
 M172路 M267路 M270路 M283路 M498路 979路,途经路线[6条],启英学校
 M440路,途经路线[1条],启五路口
 高峰专线80 高峰专线149 M264路 324路 M504路,途经路线[5条],华侨苑
 高峰专线156 高峰专线157 373路,途经路线[3条],前海湾花园
 高峰专线156 高峰专线157,途经路线[2条],前海管理局西
 M343路 M349路 M562路 B796路,途经路线[4条],前海花园
 高峰专线157,途经路线[1条],前海湾地铁站
 42路 M388路 M409路 M418路,途经路线[4条],前海湾花园南
 高峰专线131 高峰专线138 M249路 M349路 M425路,途经路线[5条],前进同安路口
